pitch_id,game_id,inning,inning_half,outs,balls,strikes,batting_team_name,fielding_team_name,batter_id,pitcher_id,catcher_id,called_strike_or_ball,abs_zone_call,was_challenged,challenge_id,pitch_x,pitch_z,sz_top,sz_bot
P0017967,2025-07-13,9,bottom,2,2,2,Des Moines Dragons,Austin Aces,1031,1011,1001,strike,strike,False,,-0.5,2.384,3.21,1.62
P0017968,2025-07-13,9,top,1,0,1,Austin Aces,Des Moines Dragons,1006,1041,1029,strike,strike,False,,0.57,2.42,3.21,1.62
P0017969,2025-07-13,2,bottom,1,2,2,Des Moines Dragons,Austin Aces,1035,1013,1001,strike,strike,False,,-0.078,3.163,3.21,1.62
P0017970,2025-07-13,9,top,0,2,1,Austin Aces,Des Moines Dragons,1007,1038,1029,ball,ball,False,,0.524,3.32,3.21,1.62
P0017971,2025-07-13,2,bottom,1,3,1,Des Moines Dragons,Austin Aces,1030,1012,1001,ball,ball,False,,0.978,3.312,3.21,1.62
P0017972,2025-07-13,9,bottom,1,2,0,Des Moines Dragons,Austin Aces,1034,1010,1001,strike,strike,False,,0.549,1.931,3.21,1.62
P0017973,2025-07-13,7,bottom,0,2,2,Des Moines Dragons,Austin Aces,1032,1010,1001,strike,strike,False,,0.58,1.854,3.21,1.62
P0017974,2025-07-13,6,bottom,2,0,0,Des Moines Dragons,Austin Aces,1029,1012,1001,ball,ball,False,,0.226,3.327,3.21,1.62
P0017975,2025-07-13,5,top,1,1,0,Austin Aces,Des Moines Dragons,1005,1042,1029,ball,ball,False,,-0.072,1.573,3.21,1.62
P0017976,2025-07-13,6,bottom,1,0,0,Des Moines Dragons,Austin Aces,1036,1010,1001,strike,strike,False,,0.569,2.059,3.21,1.62
P0017977,2025-07-13,1,bottom,0,0,0,Des Moines Dragons,Austin Aces,1037,1013,1001,strike,strike,False,,0.274,2.051,3.21,1.62
P0017978,2025-07-13,9,bottom,0,2,1,Des Moines Dragons,Austin Aces,1033,1011,1001,ball,ball,False,,-0.048,3.218,3.21,1.62
P0017979,2025-07-13,4,bottom,2,2,1,Des Moines Dragons,Austin Aces,1031,1011,1001,ball,ball,False,,-0.321,3.487,3.21,1.62
P0017980,2025-07-13,2,bottom,1,0,1,Des Moines Dragons,Austin Aces,1035,1012,1001,strike,ball,False,,-0.833,2.354,3.21,1.62
P0017981,2025-07-13,5,top,0,3,2,Austin Aces,Des Moines Dragons,1008,1042,1029,strike,strike,False,,-0.7,1.882,3.21,1.62
P0017982,2025-07-13,8,top,0,3,2,Austin Aces,Des Moines Dragons,1002,1041,1029,strike,strike,False,,-0.336,2.523,3.21,1.62
P0017983,2025-07-13,6,top,0,1,1,Austin Aces,Des Moines Dragons,1009,1042,1029,ball,ball,False,,-0.782,1.82,3.21,1.62
P0017984,2025-07-13,3,top,2,1,1,Austin Aces,Des Moines Dragons,1004,1040,1029,strike,strike,False,,-0.692,2.235,3.21,1.62
P0017985,2025-07-13,7,top,0,3,1,Austin Aces,Des Moines Dragons,1001,1042,1029,ball,ball,False,,-0.543,3.59,3.21,1.62
P0017986,2025-07-13,7,bottom,2,2,1,Des Moines Dragons,Austin Aces,1030,1014,1001,strike,strike,False,,-0.218,2.612,3.21,1.62
P0017987,2025-07-13,9,top,1,1,1,Austin Aces,Des Moines Dragons,1003,1041,1029,ball,ball,False,,0.948,3.259,3.21,1.62
P0017988,2025-07-13,2,bottom,1,2,2,Des Moines Dragons,Austin Aces,1034,1014,1001,strike,strike,False,,0.488,2.444,3.21,1.62
P0017989,2025-07-13,5,top,1,2,1,Austin Aces,Des Moines Dragons,1006,1041,1029,ball,strike,False,,0.655,2.76,3.21,1.62
P0017990,2025-07-13,4,bottom,0,1,0,Des Moines Dragons,Austin Aces,1032,1012,1001,ball,ball,False,,1.059,1.09,3.21,1.62
P0017991,2025-07-13,3,bottom,2,0,1,Des Moines Dragons,Austin Aces,1029,1013,1001,strike,strike,False,,0.469,2.523,3.21,1.62
P0017992,2025-07-13,3,bottom,0,1,1,Des Moines Dragons,Austin Aces,1036,1014,1001,ball,ball,False,,0.334,3.307,3.21,1.62
P0017993,2025-07-13,3,bottom,2,3,1,Des Moines Dragons,Austin Aces,1037,1014,1001,strike,ball,False,,1.182,3.457,3.21,1.62
P0017994,2025-07-13,5,top,2,3,2,Austin Aces,Des Moines Dragons,1007,1040,1029,ball,ball,False,,-0.98,2.997,3.21,1.62
P0017995,2025-07-13,9,top,2,1,1,Austin Aces,Des Moines Dragons,1005,1042,1029,strike,strike,False,,0.413,3.137,3.21,1.62
P0017996,2025-07-13,2,top,1,0,1,Austin Aces,Des Moines Dragons,1008,1040,1029,ball,ball,False,,1.112,3.038,3.21,1.62
P0017997,2025-07-13,6,top,0,1,2,Austin Aces,Des Moines Dragons,1002,1042,1029,strike,strike,False,,-0.144,1.936,3.21,1.62
P0017998,2025-07-13,3,top,1,3,1,Austin Aces,Des Moines Dragons,1009,1041,1029,strike,strike,False,,0.104,3.029,3.21,1.62
P0017999,2025-07-13,4,top,0,3,1,Austin Aces,Des Moines Dragons,1004,1041,1029,ball,ball,False,,-0.535,3.527,3.21,1.62
P0018000,2025-07-13,8,bottom,1,1,0,Des Moines Dragons,Austin Aces,1033,1014,1001,ball,ball,False,,0.717,2.5,3.21,1.62
P0018001,2025-07-13,6,top,1,0,2,Austin Aces,Des Moines Dragons,1001,1039,1029,ball,ball,False,,1.156,3.171,3.21,1.62
P0018002,2025-07-13,4,bottom,1,1,2,Des Moines Dragons,Austin Aces,1031,1011,1001,strike,strike,False,,0.13,1.833,3.21,1.62
P0018003,2025-07-13,6,top,1,1,0,Austin Aces,Des Moines Dragons,1003,1042,1029,strike,strike,False,,0.447,1.965,3.21,1.62
P0018004,2025-07-13,2,top,1,3,2,Austin Aces,Des Moines Dragons,1006,1042,1029,strike,strike,False,,-0.426,1.759,3.21,1.62
P0018005,2025-07-13,3,bottom,2,3,2,Des Moines Dragons,Austin Aces,1035,1010,1001,ball,ball,False,,0.947,3.324,3.21,1.62
P0018006,2025-07-13,6,top,1,2,1,Austin Aces,Des Moines Dragons,1007,1039,1029,ball,ball,False,,-0.741,2.466,3.21,1.62
P0018007,2025-07-13,8,bottom,2,2,2,Des Moines Dragons,Austin Aces,1030,1013,1001,strike,strike,False,,-0.36,3.123,3.21,1.62
P0018008,2025-07-13,6,top,0,3,0,Austin Aces,Des Moines Dragons,1005,1041,1029,ball,strike,False,,0.689,2.727,3.21,1.62
P0018009,2025-07-13,7,top,2,1,1,Austin Aces,Des Moines Dragons,1008,1039,1029,strike,strike,False,,0.493,3.126,3.21,1.62
P0018010,2025-07-13,7,top,0,0,1,Austin Aces,Des Moines Dragons,1002,1041,1029,ball,ball,False,,-0.325,1.554,3.21,1.62
P0018011,2025-07-13,2,bottom,0,3,1,Des Moines Dragons,Austin Aces,1034,1011,1001,strike,ball,False,,-0.823,2.158,3.21,1.62
P0018012,2025-07-13,7,bottom,2,0,1,Des Moines Dragons,Austin Aces,1032,1011,1001,strike,strike,False,,0.09,2.418,3.21,1.62
P0018013,2025-07-13,5,bottom,1,0,2,Des Moines Dragons,Austin Aces,1029,1013,1001,strike,strike,False,,-0.064,2.878,3.21,1.62
P0018014,2025-07-13,1,bottom,1,1,0,Des Moines Dragons,Austin Aces,1036,1012,1001,ball,ball,False,,-0.859,2.498,3.21,1.62
P0018015,2025-07-13,6,bottom,0,1,0,Des Moines Dragons,Austin Aces,1037,1012,1001,ball,strike,False,,-0.692,2.205,3.21,1.62
P0018016,2025-07-13,3,top,1,2,0,Austin Aces,Des Moines Dragons,1009,1039,1029,ball,ball,False,,-0.175,3.265,3.21,1.62
P0018017,2025-07-13,1,top,1,2,1,Austin Aces,Des Moines Dragons,1004,1040,1029,strike,ball,False,,0.91,2.721,3.21,1.62
P0018018,2025-07-13,5,top,1,2,2,Austin Aces,Des Moines Dragons,1001,1041,1029,ball,ball,False,,0.514,3.32,3.21,1.62
P0018019,2025-07-13,3,bottom,0,3,0,Des Moines Dragons,Austin Aces,1033,1011,1001,strike,strike,False,,0.274,2.084,3.21,1.62
P0000016,2025-07-14,9,top,0,2,2,Austin Aces,El Paso Explorers,1005,1052,1043,strike,ball,True,CH00016,0.774,2.647,3.21,1.62
P0000719,2025-07-14,9,top,0,2,1,Austin Aces,El Paso Explorers,1004,1052,1043,ball,strike,True,CH00719,0.301,2.238,3.21,1.62
P0000742,2025-07-14,1,top,1,3,1,Austin Aces,El Paso Explorers,1005,1053,1043,ball,ball,True,CH00742,0.67,3.221,3.21,1.62
P0000760,2025-07-14,8,top,2,1,0,Austin Aces,El Paso Explorers,1007,1054,1043,ball,ball,True,CH00760,0.813,2.731,3.21,1.62
P0000784,2025-07-14,5,top,2,3,1,El Paso Explorers,Austin Aces,1051,1013,1001,ball,strike,True,CH00784,-0.461,1.725,3.21,1.62
P0018020,2025-07-14,5,top,0,0,0,Austin Aces,El Paso Explorers,1004,1052,1043,strike,strike,False,,-0.441,2.209,3.21,1.62
P0018021,2025-07-14,2,bottom,2,0,0,El Paso Explorers,Austin Aces,1044,1014,1001,ball,ball,False,,0.787,2.619,3.21,1.62
P0018022,2025-07-14,5,top,2,2,0,Austin Aces,El Paso Explorers,1008,1053,1043,strike,strike,False,,0.475,2.309,3.21,1.62
P0018023,2025-07-14,9,bottom,2,0,0,El Paso Explorers,Austin Aces,1045,1013,1001,strike,strike,False,,0.551,2.225,3.21,1.62
P0018024,2025-07-14,8,top,2,2,0,Austin Aces,El Paso Explorers,1009,1055,1043,strike,strike,False,,0.194,2.419,3.21,1.62
P0018025,2025-07-14,8,bottom,0,3,0,El Paso Explorers,Austin Aces,1051,1013,1001,ball,ball,False,,1.096,2.365,3.21,1.62
P0018026,2025-07-14,8,top,2,1,1,Austin Aces,El Paso Explorers,1003,1056,1043,ball,strike,False,,0.657,2.418,3.21,1.62
P0018027,2025-07-14,2,top,2,1,2,Austin Aces,El Paso Explorers,1002,1055,1043,ball,ball,False,,1.085,2.863,3.21,1.62
P0018028,2025-07-14,7,top,0,0,2,Austin Aces,El Paso Explorers,1005,1054,1043,strike,strike,False,,0.114,2.384,3.21,1.62
P0018029,2025-07-14,5,bottom,1,0,0,El Paso Explorers,Austin Aces,1043,1011,1001,ball,strike,False,,-0.579,2.137,3.21,1.62
P0018030,2025-07-14,6,top,1,1,1,Austin Aces,El Paso Explorers,1006,1054,1043,ball,ball,False,,0.849,2.641,3.21,1.62
P0018031,2025-07-14,2,top,2,2,1,Austin Aces,El Paso Explorers,1007,1056,1043,ball,strike,False,,0.105,3.164,3.21,1.62
P0018032,2025-07-14,2,top,1,2,0,Austin Aces,El Paso Explorers,1001,1054,1043,strike,strike,False,,0.442,1.702,3.21,1.62
P0018033,2025-07-14,8,top,2,0,2,Austin Aces,El Paso Explorers,1004,1052,1043,strike,strike,False,,-0.148,2.94,3.21,1.62
P0018034,2025-07-14,1,bottom,2,0,0,El Paso Explorers,Austin Aces,1046,1012,1001,ball,ball,False,,1.495,3.318,3.21,1.62
P0018035,2025-07-14,5,bottom,1,2,0,El Paso Explorers,Austin Aces,1048,1014,1001,strike,ball,False,,0.773,2.734,3.21,1.62
P0018036,2025-07-14,9,top,0,2,1,Austin Aces,El Paso Explorers,1008,1054,1043,ball,ball,False,,-0.626,1.34,3.21,1.62
P0018037,2025-07-14,3,bottom,1,2,0,El Paso Explorers,Austin Aces,1047,1010,1001,ball,ball,False,,0.658,3.247,3.21,1.62
P0018038,2025-07-14,7,top,2,1,2,Austin Aces,El Paso Explorers,1009,1053,1043,strike,strike,False,,0.434,2.205,3.21,1.62
P0018039,2025-07-14,2,bottom,0,1,1,El Paso Explorers,Austin Aces,1049,1012,1001,strike,ball,False,,-0.731,1.534,3.21,1.62
P0018040,2025-07-14,2,top,2,2,2,Austin Aces,El Paso Explorers,1003,1053,1043,ball,ball,False,,0.977,2.69,3.21,1.62
P0018041,2025-07-14,9,top,1,1,1,Austin Aces,El Paso Explorers,1002,1056,1043,ball,ball,False,,-0.419,3.479,3.21,1.62
P0018042,2025-07-14,7,bottom,0,3,1,El Paso Explorers,Austin Aces,1050,1011,1001,strike,strike,False,,0.222,2.217,3.21,1.62
P0018043,2025-07-14,9,bottom,2,2,2,El Paso Explorers,Austin Aces,1044,1012,1001,strike,strike,False,,0.154,2.801,3.21,1.62
P0018044,2025-07-14,2,top,2,3,1,Austin Aces,El Paso Explorers,1005,1054,1043,ball,ball,False,,-0.28,4.094,3.21,1.62
P0018045,2025-07-14,9,bottom,0,0,1,El Paso Explorers,Austin Aces,1045,1012,1001,strike,strike,False,,0.295,1.824,3.21,1.62
P0018046,2025-07-14,8,bottom,2,1,1,El Paso Explorers,Austin Aces,1051,1013,1001,ball,ball,False,,-0.698,3.219,3.21,1.62
P0018047,2025-07-14,4,top,0,1,2,Austin Aces,El Paso Explorers,1006,1053,1043,strike,strike,False,,-0.365,2.095,3.21,1.62
P0018048,2025-07-14,5,bottom,2,2,1,El Paso Explorers,Austin Aces,1043,1011,1001,strike,strike,False,,0.443,2.16,3.21,1.62
P0018049,2025-07-14,8,top,0,1,2,Austin Aces,El Paso Explorers,1007,1052,1043,strike,strike,False,,-0.269,2.491,3.21,1.62
P0018050,2025-07-14,7,bottom,2,2,1,El Paso Explorers,Austin Aces,1046,1011,1001,strike,strike,False,,0.316,1.628,3.21,1.62
P0018051,2025-07-14,8,top,0,2,2,Austin Aces,El Paso Explorers,1001,1055,1043,ball,ball,False,,-0.023,1.603,3.21,1.62
P0018052,2025-07-14,1,bottom,2,1,2,El Paso Explorers,Austin Aces,1048,1012,1001,ball,ball,False,,-0.796,2.409,3.21,1.62
P0018053,2025-07-14,4,bottom,1,0,2,El Paso Explorers,Austin Aces,1047,1012,1001,ball,ball,False,,-0.823,1.851,3.21,1.62
P0018054,2025-07-14,9,top,0,3,2,Austin Aces,El Paso Explorers,1004,1052,1043,strike,strike,False,,-0.331,2.031,3.21,1.62
P0018055,2025-07-14,6,bottom,2,2,2,El Paso Explorers,Austin Aces,1049,1011,1001,strike,ball,False,,-0.183,1.382,3.21,1.62
P0018056,2025-07-14,3,top,1,3,2,Austin Aces,El Paso Explorers,1008,1056,1043,strike,strike,False,,0.675,2.537,3.21,1.62
P0018057,2025-07-14,7,top,1,2,0,Austin Aces,El Paso Explorers,1009,1055,1043,strike,strike,False,,0.38,2.167,3.21,1.62
P0018058,2025-07-14,2,top,0,0,1,Austin Aces,El Paso Explorers,1003,1054,1043,strike,strike,False,,0.619,2.182,3.21,1.62
P0018059,2025-07-14,2,top,1,0,1,Austin Aces,El Paso Explorers,1002,1055,1043,strike,strike,False,,-0.121,2.87,3.21,1.62
P0018060,2025-07-14,9,top,1,3,1,Austin Aces,El Paso Explorers,1005,1052,1043,strike,strike,False,,-0.614,2.165,3.21,1.62
P0018061,2025-07-14,9,top,0,0,2,Austin Aces,El Paso Explorers,1006,1056,1043,strike,strike,False,,-0.594,1.8,3.21,1.62
P0018062,2025-07-14,4,bottom,2,1,0,El Paso Explorers,Austin Aces,1050,1011,1001,ball,ball,False,,-0.713,2.862,3.21,1.62
P0018063,2025-07-14,3,top,0,1,0,Austin Aces,El Paso Explorers,1007,1056,1043,ball,strike,False,,-0.602,2.033,3.21,1.62
P0018064,2025-07-14,7,top,2,1,2,Austin Aces,El Paso Explorers,1001,1055,1043,strike,strike,False,,0.369,2.551,3.21,1.62
P0018065,2025-07-14,6,top,2,1,0,Austin Aces,El Paso Explorers,1004,1054,1043,ball,ball,False,,0.06,3.241,3.21,1.62
P0018066,2025-07-14,2,top,1,2,1,Austin Aces,El Paso Explorers,1008,1052,1043,ball,strike,False,,0.471,1.627,3.21,1.62
P0018067,2025-07-14,9,bottom,0,3,2,El Paso Explorers,Austin Aces,1044,1014,1001,ball,ball,False,,-0.226,1.492,3.21,1.62
P0018068,2025-07-14,2,bottom,0,0,2,El Paso Explorers,Austin Aces,1045,1013,1001,ball,ball,False,,-0.861,2.007,3.21,1.62
P0018069,2025-07-14,6,top,1,2,2,Austin Aces,El Paso Explorers,1009,1055,1043,ball,ball,False,,0.118,3.513,3.21,1.62
P0018070,2025-07-14,3,bottom,1,3,0,El Paso Explorers,Austin Aces,1051,1010,1001,ball,ball,False,,0.941,2.794,3.21,1.62
P0018071,2025-07-14,3,bottom,2,0,0,El Paso Explorers,Austin Aces,1043,1013,1001,ball,ball,False,,0.013,3.405,3.21,1.62
P0018072,2025-07-14,9,top,1,3,1,Austin Aces,El Paso Explorers,1003,1055,1043,strike,strike,False,,0.665,2.785,3.21,1.62
P0018073,2025-07-14,7,top,1,0,1,Austin Aces,El Paso Explorers,1002,1053,1043,ball,ball,False,,-0.774,2.539,3.21,1.62
P0018074,2025-07-14,3,top,0,1,1,Austin Aces,El Paso Explorers,1005,1056,1043,ball,ball,False,,0.044,1.192,3.21,1.62
P0018075,2025-07-14,9,bottom,0,0,2,El Paso Explorers,Austin Aces,1046,1014,1001,strike,strike,False,,-0.273,2.96,3.21,1.62
P0018076,2025-07-14,1,bottom,1,3,2,El Paso Explorers,Austin Aces,1048,1014,1001,ball,ball,False,,-0.891,2.473,3.21,1.62
P0018077,2025-07-14,1,top,0,0,0,Austin Aces,El Paso Explorers,1006,1052,1043,strike,strike,False,,0.256,1.649,3.21,1.62
P0018078,2025-07-14,5,bottom,2,0,1,El Paso Explorers,Austin Aces,1047,1011,1001,strike,strike,False,,0.061,2.791,3.21,1.62
P0018079,2025-07-14,6,bottom,0,1,0,El Paso Explorers,Austin Aces,1049,1012,1001,strike,strike,False,,-0.363,2.647,3.21,1.62
P0018080,2025-07-14,8,bottom,0,0,0,El Paso Explorers,Austin Aces,1050,1014,1001,strike,strike,False,,-0.441,3.034,3.21,1.62
P0018081,2025-07-14,7,bottom,1,3,2,El Paso Explorers,Austin Aces,1044,1013,1001,strike,strike,False,,-0.556,2.198,3.21,1.62
P0018082,2025-07-14,8,top,1,0,1,Austin Aces,El Paso Explorers,1007,1052,1043,strike,strike,False,,-0.136,1.661,3.21,1.62
P0018083,2025-07-14,7,top,0,3,0,Austin Aces,El Paso Explorers,1001,1056,1043,ball,ball,False,,-0.215,3.369,3.21,1.62
P0018084,2025-07-14,2,top,0,1,0,Austin Aces,El Paso Explorers,1004,1056,1043,strike,strike,False,,-0.352,2.889,3.21,1.62
P0018085,2025-07-14,9,top,2,1,1,Austin Aces,El Paso Explorers,1008,1055,1043,strike,strike,False,,-0.011,1.957,3.21,1.62
P0018086,2025-07-14,6,top,1,0,2,Austin Aces,El Paso Explorers,1009,1056,1043,strike,strike,False,,-0.666,1.88,3.21,1.62
P0018087,2025-07-14,2,top,2,0,2,Austin Aces,El Paso Explorers,1003,1056,1043,strike,strike,False,,-0.67,1.747,3.21,1.62
P0018088,2025-07-14,4,bottom,1,1,0,El Paso Explorers,Austin Aces,1045,1011,1001,strike,strike,False,,-0.601,2.992,3.21,1.62
P0018089,2025-07-14,2,bottom,0,2,2,El Paso Explorers,Austin Aces,1051,1011,1001,strike,strike,False,,-0.252,2.487,3.21,1.62
P0018090,2025-07-14,1,top,2,0,1,Austin Aces,El Paso Explorers,1002,1052,1043,ball,ball,False,,0.0,1.1,3.21,1.62
P0018091,2025-07-14,5,top,1,3,0,Austin Aces,El Paso Explorers,1005,1055,1043,strike,strike,False,,-0.085,3.027,3.21,1.62
P0018092,2025-07-14,4,bottom,2,1,0,El Paso Explorers,Austin Aces,1043,1012,1001,strike,strike,False,,-0.458,2.164,3.21,1.62
P0018093,2025-07-14,4,top,2,0,1,Austin Aces,El Paso Explorers,1006,1053,1043,strike,strike,False,,-0.474,1.698,3.21,1.62
P0018094,2025-07-14,3,top,0,3,1,Austin Aces,El Paso Explorers,1007,1056,1043,strike,strike,False,,0.365,2.492,3.21,1.62
P0018095,2025-07-14,7,bottom,0,3,1,El Paso Explorers,Austin Aces,1046,1010,1001,strike,strike,False,,-0.203,2.109,3.21,1.62
P0018096,2025-07-14,3,bottom,0,2,1,El Paso Explorers,Austin Aces,1048,1010,1001,strike,strike,False,,-0.51,2.626,3.21,1.62
P0018097,2025-07-14,6,bottom,1,1,2,El Paso Explorers,Austin Aces,1047,1014,1001,strike,strike,False,,-0.038,1.704,3.21,1.62
P0018098,2025-07-14,3,bottom,0,1,2,El Paso Explorers,Austin Aces,1049,1012,1001,ball,ball,False,,0.292,3.413,3.21,1.62
P0018099,2025-07-14,6,top,2,0,2,Austin Aces,El Paso Explorers,1001,1054,1043,ball,ball,False,,1.127,2.941,3.21,1.62
P0018100,2025-07-14,9,bottom,1,1,2,El Paso Explorers,Austin Aces,1050,1012,1001,strike,strike,False,,0.657,2.939,3.21,1.62
P0018101,2025-07-14,8,top,0,3,1,Austin Aces,El Paso Explorers,1004,1055,1043,ball,ball,False,,0.998,2.569,3.21,1.62
P0018102,2025-07-14,8,top,0,2,0,Austin Aces,El Paso Explorers,1008,1055,1043,ball,ball,False,,-0.719,2.261,3.21,1.62
P0018103,2025-07-14,2,top,1,2,0,Austin Aces,El Paso Explorers,1009,1055,1043,ball,ball,False,,-0.09,1.504,3.21,1.62
P0018104,2025-07-14,2,bottom,1,3,2,El Paso Explorers,Austin Aces,1044,1010,1001,strike,strike,False,,-0.102,2.233,3.21,1.62
P0018105,2025-07-14,4,bottom,0,1,0,El Paso Explorers,Austin Aces,1045,1011,1001,strike,strike,False,,0.255,2.562,3.21,1.62
P0018106,2025-07-14,6,bottom,2,2,0,El Paso Explorers,Austin Aces,1051,1011,1001,strike,strike,False,,0.693,2.747,3.21,1.62
P0018107,2025-07-14,6,top,2,2,0,Austin Aces,El Paso Explorers,1003,1056,1043,ball,ball,False,,-0.059,1.436,3.21,1.62
P0018108,2025-07-14,8,top,0,0,2,Austin Aces,El Paso Explorers,1002,1054,1043,strike,strike,False,,-0.027,2.376,3.21,1.62
P0018109,2025-07-14,2,bottom,0,0,2,El Paso Explorers,Austin Aces,1043,1014,1001,strike,strike,False,,-0.013,2.85,3.21,1.62
P0018110,2025-07-14,8,bottom,2,0,0,El Paso Explorers,Austin Aces,1046,1013,1001,strike,strike,False,,-0.424,2.698,3.21,1.62
P0018111,2025-07-14,5,top,1,1,1,Austin Aces,El Paso Explorers,1005,1056,1043,strike,strike,False,,0.542,2.834,3.21,1.62
P0018112,2025-07-14,3,bottom,0,2,2,El Paso Explorers,Austin Aces,1048,1014,1001,strike,strike,False,,-0.524,1.737,3.21,1.62
P0018113,2025-07-14,9,bottom,0,2,0,El Paso Explorers,Austin Aces,1047,1011,1001,ball,ball,False,,-1.356,3.943,3.21,1.62
P0018114,2025-07-14,8,top,0,0,1,Austin Aces,El Paso Explorers,1006,1055,1043,strike,strike,False,,0.24,3.174,3.21,1.62
P0018115,2025-07-14,1,top,2,3,0,Austin Aces,El Paso Explorers,1007,1054,1043,strike,strike,False,,-0.589,2.04,3.21,1.62
P0018116,2025-07-14,3,top,2,2,1,Austin Aces,El Paso Explorers,1001,1052,1043,ball,ball,False,,-0.97,2.452,3.21,1.62
P0018117,2025-07-14,4,bottom,2,2,2,El Paso Explorers,Austin Aces,1049,1012,1001,strike,ball,False,,0.75,2.462,3.21,1.62
P0018118,2025-07-14,5,bottom,0,1,1,El Paso Explorers,Austin Aces,1050,1010,1001,ball,ball,False,,-0.784,2.84,3.21,1.62
P0018119,2025-07-14,2,bottom,0,0,2,El Paso Explorers,Austin Aces,1044,1011,1001,strike,ball,False,,0.809,2.361,3.21,1.62
P0018120,2025-07-14,6,bottom,0,0,0,El Paso Explorers,Austin Aces,1045,1013,1001,strike,strike,False,,-0.62,2.224,3.21,1.62
P0018121,2025-07-14,3,bottom,0,1,0,El Paso Explorers,Austin Aces,1051,1013,1001,strike,strike,False,,-0.219,1.818,3.21,1.62
P0018122,2025-07-14,8,bottom,0,1,2,El Paso Explorers,Austin Aces,1043,1014,1001,strike,strike,False,,0.667,2.944,3.21,1.62
P0018123,2025-07-14,6,top,1,0,2,Austin Aces,El Paso Explorers,1004,1055,1043,strike,strike,False,,0.057,1.714,3.21,1.62
P0018124,2025-07-14,1,bottom,1,1,1,El Paso Explorers,Austin Aces,1046,1014,1001,strike,strike,False,,-0.405,2.649,3.21,1.62
P0018125,2025-07-14,2,bottom,0,2,2,El Paso Explorers,Austin Aces,1048,1012,1001,strike,strike,False,,0.034,2.394,3.21,1.62
P0018126,2025-07-14,4,bottom,1,3,0,El Paso Explorers,Austin Aces,1047,1014,1001,ball,ball,False,,0.727,2.035,3.21,1.62
P0018127,2025-07-14,4,bottom,2,3,1,El Paso Explorers,Austin Aces,1049,1014,1001,strike,strike,False,,-0.099,2.954,3.21,1.62
P0018128,2025-07-14,4,bottom,2,3,2,El Paso Explorers,Austin Aces,1050,1010,1001,strike,strike,False,,0.067,3.128,3.21,1.62
P0018129,2025-07-14,2,bottom,0,0,0,El Paso Explorers,Austin Aces,1044,1011,1001,strike,strike,False,,0.164,1.703,3.21,1.62
P0018130,2025-07-14,5,top,0,3,0,Austin Aces,El Paso Explorers,1008,1054,1043,ball,ball,False,,-0.254,-0.226,3.21,1.62
P0018131,2025-07-14,3,top,0,2,2,Austin Aces,El Paso Explorers,1009,1052,1043,strike,strike,False,,-0.12,2.888,3.21,1.62
P0018132,2025-07-14,7,top,0,2,1,Austin Aces,El Paso Explorers,1003,1054,1043,strike,strike,False,,-0.61,2.925,3.21,1.62
P0018133,2025-07-14,1,top,0,3,1,Austin Aces,El Paso Explorers,1002,1052,1043,ball,strike,False,,-0.495,2.763,3.21,1.62
P0018134,2025-07-14,4,top,1,1,1,Austin Aces,El Paso Explorers,1005,1053,1043,strike,strike,False,,-0.201,2.2,3.21,1.62
P0018135,2025-07-14,5,top,2,0,2,Austin Aces,El Paso Explorers,1006,1053,1043,ball,ball,False,,-0.457,1.462,3.21,1.62
P0018136,2025-07-14,9,top,1,2,2,Austin Aces,El Paso Explorers,1007,1054,1043,strike,strike,False,,0.189,2.639,3.21,1.62
P0018137,2025-07-14,2,bottom,2,2,0,El Paso Explorers,Austin Aces,1045,1012,1001,ball,ball,False,,0.481,1.44,3.21,1.62
P0018138,2025-07-14,8,top,0,0,1,Austin Aces,El Paso Explorers,1001,1054,1043,ball,ball,False,,1.167,2.629,3.21,1.62
P0018139,2025-07-14,8,top,2,2,2,Austin Aces,El Paso Explorers,1004,1052,1043,strike,strike,False,,0.261,2.071,3.21,1.62
P0018140,2025-07-14,5,bottom,1,3,1,El Paso Explorers,Austin Aces,1051,1014,1001,strike,strike,False,,0.047,2.682,3.21,1.62
P0018141,2025-07-14,4,top,2,3,1,Austin Aces,El Paso Explorers,1008,1053,1043,strike,strike,False,,-0.212,1.818,3.21,1.62
P0018142,2025-07-14,1,top,1,0,1,Austin Aces,El Paso Explorers,1009,1052,1043,ball,strike,False,,-0.655,2.027,3.21,1.62
P0018143,2025-07-14,6,bottom,1,0,2,El Paso Explorers,Austin Aces,1043,1011,1001,strike,strike,False,,0.415,3.154,3.21,1.62
P0018144,2025-07-14,6,top,0,3,1,Austin Aces,El Paso Explorers,1003,1056,1043,ball,ball,False,,-0.769,2.297,3.21,1.62
P0018145,2025-07-14,3,bottom,0,0,1,El Paso Explorers,Austin Aces,1046,1013,1001,strike,strike,False,,-0.559,2.267,3.21,1.62
P0018146,2025-07-14,8,bottom,1,1,1,El Paso Explorers,Austin Aces,1048,1012,1001,strike,strike,False,,-0.414,2.527,3.21,1.62
P0018147,2025-07-14,4,top,1,2,1,Austin Aces,El Paso Explorers,1002,1053,1043,strike,strike,False,,0.239,2.105,3.21,1.62
P0018148,2025-07-14,2,bottom,1,1,2,El Paso Explorers,Austin Aces,1047,1012,1001,ball,ball,False,,0.214,1.484,3.21,1.62
P0018149,2025-07-14,3,bottom,0,0,1,El Paso Explorers,Austin Aces,1049,1010,1001,strike,strike,False,,0.687,2.771,3.21,1.62
